Title,Description
Zoom,"Zoom (2006) is a action, adventure, comedy film directed by Peter Hewitt. Featuring Tim Allen, this movie has an IMDb rating of 4.4/10 and a MetaScore of 26.0. With a runtime of 83 minutes, it is rated PG."
Old Yeller,"Old Yeller (1957) is a adventure, drama, family film directed by Robert Stevenson. Featuring Dorothy Mc, Guire, this movie has an IMDb rating of 7.2/10 and a MetaScore of 84.0. With a runtime of 83 minutes, it is rated Approved."
The Adventures of Milo and Otis,"The Adventures of Milo and Otis (1986) is a adventure, drama, family film directed by Masanori Hata. Featuring Kyôko Koizumi, this movie has an IMDb rating of 6.9/10 and a MetaScore of 72.0. With a runtime of 76 minutes, it is rated G."
Quest for Camelot,"Quest for Camelot (1998) is a animation, adventure, comedy film directed by Frederik Du Chau. Featuring Jessalyn Gilsig, this movie has an IMDb rating of 6.2/10 and a MetaScore of 50.0. With a runtime of 86 minutes, it is rated G."
The Wolf and the Lion,"The Wolf and the Lion (2021) is a adventure, drama, family film directed by Gilles de Maistre. Featuring Molly Kunz, this movie has an IMDb rating of 6.2/10 and a MetaScore of 36.0. With a runtime of 99 minutes, it is rated PG."
Tall Girl 2,"Tall Girl 2 (2022) is a comedy, drama, family film directed by Emily Ting. Featuring Ava Michelle, this movie has an IMDb rating of 4.7/10 and a MetaScore of 35.0. With a runtime of 97 minutes, it is rated TV-PG."
Sherlock Gnomes,"Sherlock Gnomes (2018) is a animation, adventure, comedy film directed by John Stevenson. Featuring Johnny Depp, this movie has an IMDb rating of 5.2/10 and a MetaScore of 36.0. With a runtime of 86 minutes, it is rated PG."
"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014) is a comedy, drama, family film directed by Miguel Arteta. Featuring Steve Carell, this movie has an IMDb rating of 6.2/10 and a MetaScore of 54.0. With a runtime of 81 minutes, it is rated PG."
Red Shoes and the Seven Dwarfs,"Red Shoes and the Seven Dwarfs (2019) is a animation, action, adventure film directed by Hong Sung-ho. Featuring Chloë Grace, Moretz, this movie has an IMDb rating of 6.4/10 and a MetaScore of 57.1. With a runtime of 92 minutes, it is rated PG."
Wolf Children,"Wolf Children (2012) is a animation, drama, family film directed by Mamoru Hosoda. Featuring Aoi Miyazaki, this movie has an IMDb rating of 8.1/10 and a MetaScore of 71.0. With a runtime of 117 minutes, it is rated PG."
Monster Trucks,"Monster Trucks (2016) is a action, adventure, comedy film directed by Chris Wedge. Featuring Lucas Till, this movie has an IMDb rating of 5.7/10 and a MetaScore of 41.0. With a runtime of 104 minutes, it is rated PG."
The Prince and Me,"The Prince and Me (2004) is a comedy, family, romance film directed by Martha Coolidge. Featuring Julia Stiles, this movie has an IMDb rating of 5.9/10 and a MetaScore of 47.0. With a runtime of 111 minutes, it is rated PG."
Ernest Scared Stupid,"Ernest Scared Stupid (1991) is a comedy, family, fantasy film directed by John R. Cherry III. Featuring Jim Varney, this movie has an IMDb rating of 5.8/10 and a MetaScore of 38.0. With a runtime of 91 minutes, it is rated PG."
Abominable,"Abominable (2019) is a animation, adventure, comedy film directed by Jill Culton. Featuring Chloe Bennet, this movie has an IMDb rating of 7.0/10 and a MetaScore of 61.0. With a runtime of 97 minutes, it is rated PG."
The Loud House Movie,"The Loud House Movie (2021) is a animation, adventure, comedy film directed by Dave Needham. Featuring Asher Bishop, this movie has an IMDb rating of 6.1/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated TV-Y7."
An Unfinished Life,"An Unfinished Life (2005) is a drama, family, romance film directed by Lasse Hallström. Featuring Jennifer Lopez, this movie has an IMDb rating of 7.0/10 and a MetaScore of 49.0. With a runtime of 108 minutes, it is rated PG-13."
Where Is the Friend's House?,"Where Is the Friend's House? (1987) is a drama, family, family film directed by Abbas Kiarostami. Featuring Babek Ahmed, Poor, this movie has an IMDb rating of 8.1/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated Not Rated."
Ice Princess,"Ice Princess (2005) is a comedy, drama, family film directed by Tim Fywell. Featuring Michelle Trachtenberg, this movie has an IMDb rating of 6.0/10 and a MetaScore of 55.0. With a runtime of 98 minutes, it is rated G."
Heaven Is for Real,"Heaven Is for Real (2014) is a biography, drama, family film directed by Randall Wallace. Featuring Greg Kinnear, this movie has an IMDb rating of 5.8/10 and a MetaScore of 47.0. With a runtime of 99 minutes, it is rated PG."
Tom and Huck,"Tom and Huck (1995) is a adventure, comedy, drama film directed by Peter Hewitt. Featuring Jonathan Taylor, Thomas, this movie has an IMDb rating of 5.5/10 and a MetaScore of 57.1. With a runtime of 97 minutes, it is rated PG."
Star Wars: The Clone Wars,"Star Wars: The Clone Wars (2008) is a animation, action, adventure film directed by Dave Filoni. Featuring Matt Lanter, this movie has an IMDb rating of 5.9/10 and a MetaScore of 35.0. With a runtime of 98 minutes, it is rated PG."
The Nutcracker and the Four Realms,"The Nutcracker and the Four Realms (2018) is a adventure, family, fantasy film directed by Lasse Hallström. Featuring Mackenzie Foy, this movie has an IMDb rating of 5.6/10 and a MetaScore of 39.0. With a runtime of 99 minutes, it is rated PG."
Mighty Joe Young,"Mighty Joe Young (1998) is a action, adventure, family film directed by Ron Underwood. Featuring Bill Paxton, this movie has an IMDb rating of 5.7/10 and a MetaScore of 51.0. With a runtime of 114 minutes, it is rated PG."
Something from Tiffany's,"Something from Tiffany's (2022) is a comedy, family, romance film directed by Daryl Wein. Featuring Zoey Deutch, this movie has an IMDb rating of 6.2/10 and a MetaScore of 46.0. With a runtime of 87 minutes, it is rated PG."
Author! Author!,"Author! Author! (1982) is a comedy, drama, family film directed by Arthur Hiller. Featuring Al Pacino, this movie has an IMDb rating of 6.2/10 and a MetaScore of 42.0. With a runtime of 110 minutes, it is rated PG."
My Girl 2,"My Girl 2 (1994) is a comedy, drama, family film directed by Howard Zieff. Featuring Dan Aykroyd, this movie has an IMDb rating of 5.3/10 and a MetaScore of 57.1. With a runtime of 99 minutes, it is rated PG."
Wild America,"Wild America (1997) is a action, adventure, comedy film directed by William Dear. Featuring Jonathan Taylor, Thomas, this movie has an IMDb rating of 6.4/10 and a MetaScore of 57.1. With a runtime of 106 minutes, it is rated PG."
Jimmy Neutron: Boy Genius,"Jimmy Neutron: Boy Genius (2001) is a animation, action, adventure film directed by John A. Davis. Featuring Debi Derryberry, this movie has an IMDb rating of 6.1/10 and a MetaScore of 65.0. With a runtime of 82 minutes, it is rated G."
Diary of a Wimpy Kid: The Long Haul,"Diary of a Wimpy Kid: The Long Haul (2017) is a adventure, comedy, family film directed by David Bowers. Featuring Jason Drucker, this movie has an IMDb rating of 4.3/10 and a MetaScore of 39.0. With a runtime of 91 minutes, it is rated PG."
Kangaroo Jack,"Kangaroo Jack (2003) is a action, adventure, comedy film directed by David McNally. Featuring Anthony Anderson, this movie has an IMDb rating of 4.5/10 and a MetaScore of 16.0. With a runtime of 89 minutes, it is rated PG."
"I Love You, Beth Cooper","I Love You, Beth Cooper (2009) is a adventure, comedy, family film directed by Chris Columbus. Featuring Hayden Panettiere, this movie has an IMDb rating of 5.3/10 and a MetaScore of 32.0. With a runtime of 102 minutes, it is rated PG-13."
Are We There Yet?,"Are We There Yet? (2005) is a adventure, comedy, family film directed by Brian Levant. Featuring Ice Cube, this movie has an IMDb rating of 4.8/10 and a MetaScore of 27.0. With a runtime of 95 minutes, it is rated PG."
The Transformers: The Movie,"The Transformers: The Movie (1986) is a animation, action, adventure film directed by Nelson Shin. Featuring Orson Welles, this movie has an IMDb rating of 7.2/10 and a MetaScore of 43.0. With a runtime of 84 minutes, it is rated PG."
A Summer Tale,"A Summer Tale (2000) is a comedy, drama, family film directed by Ulf Malmros. Featuring Kjell Bergqvist, this movie has an IMDb rating of 7.3/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG."
Curly Sue,"Curly Sue (1991) is a comedy, drama, family film directed by John Hughes. Featuring Jim Belushi, this movie has an IMDb rating of 5.9/10 and a MetaScore of 57.1. With a runtime of 101 minutes, it is rated PG."
Little Big League,"Little Big League (1994) is a comedy, family, sport film directed by Andrew Scheinman. Featuring Luke Edwards, this movie has an IMDb rating of 6.2/10 and a MetaScore of 57.0. With a runtime of 119 minutes, it is rated PG."
Pollyanna,"Pollyanna (1960) is a comedy, drama, family film directed by David Swift. Featuring Jane Wyman, this movie has an IMDb rating of 7.4/10 and a MetaScore of 66.0. With a runtime of 134 minutes, it is rated G."
The Baby-Sitters Club,"The Baby-Sitters Club (1995) is a comedy, drama, family film directed by Melanie Mayron. Featuring Schuyler Fisk, this movie has an IMDb rating of 5.7/10 and a MetaScore of 48.0. With a runtime of 94 minutes, it is rated PG."
TMNT,"TMNT (2007) is a animation, action, adventure film directed by Kevin Munroe. Featuring Patrick Stewart, this movie has an IMDb rating of 6.2/10 and a MetaScore of 41.0. With a runtime of 87 minutes, it is rated PG."
Happy Feet Two,"Happy Feet Two (2011) is a animation, adventure, comedy film directed by George Miller. Featuring Elijah Wood, this movie has an IMDb rating of 5.8/10 and a MetaScore of 50.0. With a runtime of 100 minutes, it is rated PG."
Aliens in the Attic,"Aliens in the Attic (2009) is a adventure, comedy, family film directed by John Schultz. Featuring Ashley Tisdale, this movie has an IMDb rating of 5.4/10 and a MetaScore of 42.0. With a runtime of 86 minutes, it is rated PG."
Where Hope Grows,"Where Hope Grows (2014) is a drama, family, family film directed by Chris Dowling. Featuring Kristoffer Polaha, this movie has an IMDb rating of 6.6/10 and a MetaScore of 41.0. With a runtime of 95 minutes, it is rated PG-13."
Meet Me in St. Louis,"Meet Me in St. Louis (1944) is a comedy, drama, family film directed by Vincente Minnelli. Featuring Judy Garland, this movie has an IMDb rating of 7.5/10 and a MetaScore of 94.0. With a runtime of 113 minutes, it is rated Approved."
Secret Headquarters,"Secret Headquarters (2022) is a action, adventure, comedy film directed by Henry Joost. Featuring Owen Wilson, this movie has an IMDb rating of 5.2/10 and a MetaScore of 47.0. With a runtime of 104 minutes, it is rated PG."
The Big Green,"The Big Green (1995) is a comedy, family, sport film directed by Holly Goldberg Sloan. Featuring Steve Guttenberg, this movie has an IMDb rating of 5.5/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated PG."
The Mark of Zorro,"The Mark of Zorro (1940) is a action, adventure, family film directed by Rouben Mamoulian. Featuring Tyrone Power, this movie has an IMDb rating of 7.5/10 and a MetaScore of 57.1. With a runtime of 94 minutes, it is rated Approved."
Paul Blart: Mall Cop 2,"Paul Blart: Mall Cop 2 (2015) is a action, comedy, crime film directed by Andy Fickman. Featuring Kevin James, this movie has an IMDb rating of 4.4/10 and a MetaScore of 13.0. With a runtime of 94 minutes, it is rated PG."
Under the Boardwalk,"Under the Boardwalk (2023) is a animation, adventure, comedy film directed by David Soren. Featuring Keke Palmer, this movie has an IMDb rating of 5.9/10 and a MetaScore of 57.1. With a runtime of 83 minutes, it is rated PG."
The Indian in the Cupboard,"The Indian in the Cupboard (1995) is a drama, family, fantasy film directed by Frank Oz. Featuring Hal Scardino, this movie has an IMDb rating of 6.0/10 and a MetaScore of 58.0. With a runtime of 96 minutes, it is rated PG."
My Little Pony: The Movie,"My Little Pony: The Movie (2017) is a animation, adventure, comedy film directed by Jayson Thiessen. Featuring Emily Blunt, this movie has an IMDb rating of 6.1/10 and a MetaScore of 39.0. With a runtime of 99 minutes, it is rated PG."
Frankenweenie,"Frankenweenie (2012) is a animation, comedy, drama film directed by Tim Burton. Featuring Winona Ryder, this movie has an IMDb rating of 6.9/10 and a MetaScore of 74.0. With a runtime of 87 minutes, it is rated PG."
Song of the South,"Song of the South (1946) is a animation, comedy, family film directed by Harve Foster. Featuring Ruth Warrick, this movie has an IMDb rating of 6.9/10 and a MetaScore of 54.0. With a runtime of 94 minutes, it is rated Approved."
The New Adventures of Pippi Longstocking,"The New Adventures of Pippi Longstocking (1988) is a adventure, family, fantasy film directed by Ken Annakin. Featuring Tami Erin, this movie has an IMDb rating of 5.8/10 and a MetaScore of 57.1. With a runtime of 100 minutes, it is rated G."
Fat Albert,"Fat Albert (2004) is a comedy, family, fantasy film directed by Joel Zwick. Featuring Kenan Thompson, this movie has an IMDb rating of 4.4/10 and a MetaScore of 39.0. With a runtime of 93 minutes, it is rated PG."
Rock-A-Doodle,"Rock-A-Doodle (1991) is a animation, adventure, comedy film directed by Don Bluth. Featuring Glen Campbell, this movie has an IMDb rating of 6.0/10 and a MetaScore of 57.1. With a runtime of 77 minutes, it is rated G."
Home on the Range,"Home on the Range (2004) is a animation, adventure, comedy film directed by Will Finn. Featuring Judi Dench, this movie has an IMDb rating of 5.4/10 and a MetaScore of 50.0. With a runtime of 76 minutes, it is rated PG."
Candy Cane Lane,"Candy Cane Lane (2023) is a comedy, family, fantasy film directed by Reginald Hudlin. Featuring Eddie Murphy, this movie has an IMDb rating of 5.6/10 and a MetaScore of 47.0. With a runtime of 117 minutes, it is rated PG."
Thunderbirds,"Thunderbirds (2004) is a action, adventure, comedy film directed by Jonathan Frakes. Featuring Bill Paxton, this movie has an IMDb rating of 4.3/10 and a MetaScore of 36.0. With a runtime of 95 minutes, it is rated PG."
G-Force,"G-Force (2009) is a animation, action, adventure film directed by Hoyt Yeatman. Featuring Will Arnett, this movie has an IMDb rating of 5.1/10 and a MetaScore of 41.0. With a runtime of 88 minutes, it is rated PG."
Father of the Bride Part II,"Father of the Bride Part II (1995) is a comedy, family, romance film directed by Charles Shyer. Featuring Steve Martin, this movie has an IMDb rating of 6.1/10 and a MetaScore of 49.0. With a runtime of 106 minutes, it is rated PG."
